"Abbrev","Full Title","Trnsl. Title","Publ.","ISSN","New","Cover-to-cover","Book Ser"
"J. Econom. Dynam. Control","Journal of Economic Dynamics & Control","","Elsevier Sci. B. V., Amsterdam.","0165-1889","N","N","N"
"J. Econom. Methods","Journal of Econometric Methods","","De Gruyter, Berlin.","2194-6345","N","N","N"
"J. Econom. Theory","Journal of Economic Theory","","Elsevier B. V., Amsterdam.","0022-0531","N","N","N"
"J. Econometrics","Journal of Econometrics","","Elsevier B. V., Amsterdam.","0304-4076","N","N","N"
"J. Elasticity","Journal of Elasticity. The Physical and Mathematical Science of Solids","","Springer, Dordrecht.","0374-3535","N","N","N"
"J. Electr. Comput. Eng.","Journal of Electrical and Computer Engineering","","Hindawi, London.","2090-0147","N","N","N"
"J. Elliptic Parabol. Equ.","Journal of Elliptic and Parabolic Equations","","Birkhauser Verlag, Basel.","2296-9020","N","Y","N"
"J. Engrg. Math.","Journal of Engineering Mathematics","","Springer, Dordrecht.","0022-0833","N","N","N"
"J. Eur. Math. Soc. (JEMS)","Journal of the European Mathematical Society (JEMS)","","Eur. Math. Soc., Zurich.","1435-9855","N","Y","N"
"J. Evol. Equ.","Journal of Evolution Equations","","Birkhauser Verlag, Basel.","1424-3199","N","Y","N"
"J. Fac. Sci. Shinshu Univ.","Journal of the Faculty of Science. Shinshu University","","Shinshu Univ., Matsumoto.","0583-063X","N","N","N"
"J. Fixed Point Theory Appl.","Journal of Fixed Point Theory and Applications","","Birkhauser Verlag, Basel.","1661-7738","N","Y","N"
"J. Fluid Mech.","Journal of Fluid Mechanics","","Cambridge Univ. Press, Cambridge.","0022-1120","N","N","N"
"J. Forecast.","Journal of Forecasting","","Wiley, Chichester.","0277-6693","N","N","N"
"J. Formaliz. Reason.","Journal of Formalized Reasoning","","Univ. Bologna, CIB Centro Inter-Biblio., Bologna.","1972-5787","N","N","N"
"J. Fourier Anal. Appl.","The Journal of Fourier Analysis and Applications","","Birkhauser Boston, Inc., Cambridge, MA.","1069-5869","N","Y","N"
"J. Fract. Calc. Appl.","Journal of Fractional Calculus and Applications","","Fract. Calc. Appl. Group, Alexandria.","2090-584X","N","Y","N"
"J. Fractal Geom.","Journal of Fractal Geometry. Mathematics of Fractals and Related Topics","","Eur. Math. Soc., Zurich.","2308-1309","N","Y","N"
"J. Franklin Inst.","Journal of the Franklin Institute. Engineering and Applied Mathematics","","Elsevier Ltd, Oxford.","0016-0032","N","N","N"
"J. Fudan Univ. Nat. Sci.","Fudan University. Journal. Natural Science. Fudan Xuebao. Ziran Kexue Ban","","J. Fudan Univ. (Nat. Sci.), Edit. Board, Shanghai.","0427-7104","N","N","N"
"J. Funct. Anal.","Journal of Functional Analysis","","Elsevier B. V., Amsterdam.","0022-1236","N","Y","N"
"J. Funct. Programming","Journal of Functional Programming","","Cambridge Univ. Press, Cambridge.","0956-7968","N","N","N"
"J. Funct. Spaces","Journal of Function Spaces","","Hindawi, London.","2314-8896","N","Y","N"
"J. Fuzhou Univ. Nat. Sci. Ed.","Journal of Fuzhou University. Natural Science Edition. Fuzhou Daxue Xuebao. Ziran Kexue Ban","","J. Fuzhou Univ., Editor. Dept., Fuzhou.","1000-2243","N","N","N"
"J. Gen. Philos. Sci.","Journal for General Philosophy of Science. Zeitschrift fur Allgemeine Wissenschaftstheorie","","Springer, Dordrecht.","0925-4560","N","N","N"
"J. Geom.","Journal of Geometry","","Birkhauser Verlag, Basel.","0047-2468","N","Y","N"
"J. Geom. Anal.","Journal of Geometric Analysis","","Springer, New York.","1050-6926","N","Y","N"
"J. Geom. Graph.","Journal for Geometry and Graphics","","Heldermann, Lemgo.","1433-8157","N","N","N"
"J. Geom. Mech.","Journal of Geometric Mechanics","","Am. Inst. Math. Sci. (AIMS), Springfield, MO.","1941-4889","N","Y","N"
"J. Geom. Phys.","Journal of Geometry and Physics","","Elsevier B. V., Amsterdam.","0393-0440","N","Y","N"
"J. Geom. Symmetry Phys.","Journal of Geometry and Symmetry in Physics","","J. Geom. Symmetry Phys., Sofia.","1312-5192","N","N","N"
"J. Global Optim.","Journal of Global Optimization. An International Journal Dealing with Theoretical and Computational Aspects of Seeking Global Optima and Their Applications in Science, Management and Engineering","","Springer, Secaucus, NJ.","0925-5001","N","Y","N"
"J. Gokova Geom. Topol. GGT","Journal of Gokova Geometry Topology. GGT","","J. Gokova Geom. Topol. GGT, [place of publication not identified].","1935-2565","N","Y","N"
"J. Graph Algorithms Appl.","Journal of Graph Algorithms and Applications","","J. Graph. Algorithms Appl., Providence, RI.","1526-1719","N","N","N"
"J. Graph Label.","Journal of Graph Labeling. A Graph Theoretical Research Journal","","Shanlax International Journals, Madurai.","2454-4515","Y","N","N"
"J. Graph Theory","Journal of Graph Theory","","Wiley, Hoboken, NJ.","0364-9024","N","Y","N"
"J. Group Theory","Journal of Group Theory","","De Gruyter, Berlin.","1433-5883","N","Y","N"
"J. Harbin Inst. Tech.","Journal of Harbin Institute of Technology. Harbin Gongye Daxue Xuebao","","J. Harbin Inst. Tech., Editor. Board, Harbin.","0367-6234","N","N","N"
"J. Hefei Univ. Technol. Nat. Sci.","Journal of Hefei University of Technology. Natural Science. Hefei Gongye Daxue Xuebao. Ziran Kexue Ban","","Press Jl. HUT, Hefei.","1003-5060","N","N","N"
"J. High Energy Phys.","Journal of High Energy Physics","","Springer, Berlin.","1126-6708","N","N","N"
"J. Homotopy Relat. Struct.","Journal of Homotopy and Related Structures","","Springer, Berlin.","2193-8407","N","Y","N"
"J. Huazhong Univ. Sci. Technol. Nat. Sci.","Journal of Huazhong University of Science and Technology. Natural Science Edition. Huazhong Keji Daxue Xuebao. Ziran Kexue Ban","","J. Huazhong Univ. Sci. Tech. Editor. Board, Wuhan.","1671-4512","N","N","N"
"J. Humanist. Math.","Journal of Humanistic Mathematics","","Claremont Cent. Math. Sci., Claremont, CA.","2159-8118","N","N","N"
"J. Hunan Univ. Nat. Sci.","Journal of Hunan University. Natural Sciences. Hunan Daxue Xuebao. Ziran Kexue Ban","","J. Hunan Univ., Editor. Dept., Changsha.","1674-2974","N","N","N"
"J. Hyperbolic Differ. Equ.","Journal of Hyperbolic Differential Equations","","World Sci. Publ., Singapore.","0219-8916","N","Y","N"
"J. Hyperstruct.","Journal of Hyperstructures","","Univ. Mohaghegh Ardabili, Ardabil.","2251-8436","N","N","N"
"J. Ind. Manag. Optim.","Journal of Industrial and Management Optimization","","Am. Inst. Math. Sci. (AIMS), Springfield, MO.","1547-5816","N","Y","N"
"J. Indian Math. Club","The Journal of the Indian Mathematical Club","","[Indian Math. Club], Pune.","","Y","N","N"
"J. Indian Math. Soc. (N.S.)","The Journal of the Indian Mathematical Society. New Series","","Indian Math. Soc., Vadodara.","0019-5839","N","Y","N"
"J. Indian Soc. Agricultural Statist.","Journal of the Indian Society of Agricultural Statistics","","Indian Soc. Agricultural Statist., New Delhi.","0019-6363","N","N","N"
"J. Indian Statist. Assoc.","Journal of the Indian Statistical Association","","Indian Statist. Assoc., Pune.","0537-2585","N","N","N"
"J. Indones. Math. Soc.","Journal of the Indonesian Mathematical Society","","Indones. Math. Soc., Bandung.","2086-8952","N","N","N"
"J. Inequal. Appl.","Journal of Inequalities and Applications","","Springer, Berlin.","1029-242X","N","Y","N"
"J. Inequal. Spec. Funct.","Journal of Inequalities and Special Functions","","Ilirias Publ., Pristina.","2217-4303","N","N","N"
"J. Inf. Optim. Sci.","Journal of Information and Optimization Sciences","","Taylor & Francis, Abingdon.","0252-2667","N","N","N"
"J. Inn. Mong. Norm. Univ. Nat. Sci.","Journal of Inner Mongolia Normal University. Nei Mongol Shifan Daxue Xuebao. Ziran Kexue. Hanwen Ban","","J. Inner Mongolia Normal Univ., Editor. Dept., Hohhot.","1001-8735","N","N","N"
"J. Inn. Mong. Univ. Nat. Sci.","Journal of Inner Mongolia University. Natural Science Edition","","J. Inner Mongolia Univ., Ed. Dept., Hohhot.","1000-1638","N","N","N"
"J. Inst. Math. Comput. Sci. Comput. Sci. Ser.","Institute of Mathematics & Computer Sciences. Journal. (Computer Science Series)","","Inst. Math. Comput. Sci., Calcutta.","","N","N","N"
"J. Inst. Math. Jussieu","Journal of the Institute of Mathematics of Jussieu. JIMJ. Journal de l'Institut de Mathematiques de Jussieu","","Cambridge Univ. Press, Cambridge.","1474-7480","N","Y","N"
"J. Int. Acad. Phys. Sci.","Journal of International Academy of Physical Sciences","","Int. Acad. Phys. Sci., Allahabad.","0974-9373","N","N","N"
"J. Int. Math. Virtual Inst.","Journal of International Mathematical Virtual Institute","","IMVI Sci. Soc. Math. Banja Luka, Banja Luka.","2303-4866","N","N","N"
"J. Integer Seq.","Journal of Integer Sequences","","J. Integer Seq., Waterloo, ON.","1530-7638","N","Y","N"
"J. Integrable Syst.","Journal of Integrable Systems","","Oxford Univ. Press, Oxford.","2058-5985","N","N","N"
"J. Integral Equations Appl.","Journal of Integral Equations and Applications","","Rocky Mountain Math. Consortium, Tempe, AZ.","0897-3962","N","Y","N"
"J. Interpolat. Approx. Sci. Comput.","Journal of Interpolation and Approximation in Scientific Computing","","Int. Sci. Publ. Consult. Serv. ISPACS, Mannheim.","2194-3907","N","Y","N"
"J. Inverse Ill-Posed Probl.","Journal of Inverse and Ill-Posed Problems","","De Gruyter, Berlin.","0928-0219","N","Y","N"
"J. Iran. Stat. Soc. (JIRSS)","Journal of the Iranian Statistical Society. (JIRSS)","","Iran. Stat. Soc., Tehran.","1726-4057","N","N","N"
"J. Japan Statist. Soc.","Journal of the Japan Statistical Society (Nihon Tokei Gakkai Kaiho)","","Japan Statist. Soc., Tokyo.","1882-2754","N","N","N"
"J. Japanese Soc. Comput. Statist.","Journal of the Japanese Society of Computational Statistics","","Japan. Soc. Comput. Statist., Tokyo.","0915-2350","N","Y","N"
"J. Jilin Univ. Sci.","Journal of Jilin University. Science Edition. Jilin Daxue Xuebao. Lixue Ban","","Jilin Univ. J. Sci., Ed. Dep., Changchun.","1671-5489","N","N","N"
"J. Jinan Univ. Nat. Sci. Med.","Journal of Jinan University. Natural Science & Medicine Edition. Jinan Daxue Xuebao. Ziran Kexue yu Yixue Ban","","J. Jinan Univ., Ed. Dept., Guangzhou.","1000-9965","N","N","N"
"J. Jpn. Stat. Soc. Jpn. Issue","Journal of the Japan Statistical Society. Japanese Issue","","Japan Statist. Soc., Tokyo.","0389-5602","N","N","N"
"J. Knot Theory Ramifications","Journal of Knot Theory and its Ramifications","","World Sci. Publ., Singapore.","0218-2165","N","Y","N"
"J. Korean Math. Soc.","Journal of the Korean Mathematical Society","","Korean Math. Soc., Seoul.","0304-9914","N","Y","N"
"J. Korean Soc. Ind. Appl. Math.","Journal of the Korean Society for Industrial and Applied Mathematics","","Korean Society for Industrial and Applied Mathematics, Taejon.","1226-9433","N","N","N"
"J. Korean Soc. Math. Educ. Ser. B Pure Appl. Math.","Journal of the Korean Society of Mathematical Education. Series B. The Pure and Applied Mathematics","","Korean Soc. Math. Educ., Seoul.","1226-0657","N","Y","N"
"J. Korean Statist. Soc.","Journal of the Korean Statistical Society","","Korean Statist. Soc., Seoul.","1226-3192","N","N","N"
"J. Lie Theory","Journal of Lie Theory","","Heldermann, Lemgo.","0949-5932","N","Y","N"
"J. Linear Topol. Algebra","Journal of Linear and Topological Algebra","","Islamic Azad Univ., Central Tehran Branch, Tehran.","2252-0201","N","N","N"
"J. Log. Algebr. Methods Program.","Journal of Logical and Algebraic Methods in Programming","","Elsevier B. V., Amsterdam.","2352-2208","N","Y","N"
"J. Log. Anal.","Journal of Logic and Analysis","","J. Logic Anal., Honolulu, HI.","1759-9008","N","Y","N"
"J. Log. Lang. Inf.","Journal of Logic, Language and Information","","Springer, Dordrecht.","0925-8531","N","N","N"
"J. Logic Comput.","Journal of Logic and Computation","","Oxford Univ. Press, Oxford.","0955-792X","N","Y","N"
"J. Lond. Math. Soc. (2)","Journal of the London Mathematical Society. Second Series","","London Math. Soc., London.","0024-6107","N","Y","N"
"J. Mach. Learn. Res.","Journal of Machine Learning Research (JMLR)","","J. Mach. Learn. Res., Cambridge, MA.","1532-4435","N","N","N"
"J. Math.","Journal of Mathematics","","Hindawi, London.","2314-4629","N","Y","N"
"J. Math. Anal.","Journal of Mathematical Analysis","","Ilirias Publ., Pristina.","2217-3412","N","N","N"
"J. Math. Anal. Appl.","Journal of Mathematical Analysis and Applications","","Elsevier, Inc., Amsterdam.","0022-247X","N","Y","N"
"J. Math. Appl.","Journal of Mathematics and Applications","","Publ. House Rzeszow Univ. Technol., Rzeszow.","1733-6775","N","Y","N"
"J. Math. Arts","Journal of Mathematics and the Arts","","Taylor & Francis, Abingdon.","1751-3472","N","N","N"
"J. Math. Biol.","Journal of Mathematical Biology","","Springer, Heidelberg.","0303-6812","N","Y","N"
"J. Math. Chem.","Journal of Mathematical Chemistry","","Springer, Dordrecht.","0259-9791","N","N","N"
"J. Math. Cryptol.","Journal of Mathematical Cryptology","","De Gruyter, Berlin.","1862-2976","N","Y","N"
"J. Math. Econom.","Journal of Mathematical Economics","","Elsevier Sci. B. V., Amsterdam.","0304-4068","N","Y","N"
"J. Math. Fluid Mech.","Journal of Mathematical Fluid Mechanics","","Birkhauser Verlag, Basel.","1422-6928","N","Y","N"
"J. Math. Fundam. Sci.","Journal of Mathematical and Fundamental Sciences","","Inst. Tek. Bandung, Inst. Res. Community Srvs., Bandung.","2337-5760","N","N","N"
"J. Math. Imaging Vision","Journal of Mathematical Imaging and Vision","","Springer, New York.","0924-9907","N","N","N"
"J. Math. Ind.","Journal of Mathematics in Industry","","Springer, Berlin.","2190-5983","N","N","N"
"J. Math. Inequal.","Journal of Mathematical Inequalities","","ELEMENT, Zagreb.","1846-579X","N","Y","N"
"J. Math. Log.","Journal of Mathematical Logic","","World Sci. Publ., Singapore.","0219-0613","N","Y","N"
"J. Math. Model.","Journal of Mathematical Modeling","","Univ. Guilan, Rasht.","2345-394X","N","N","N"
"J. Math. Music","Journal of Mathematics & Music. Mathematical and Computational Approaches to Music Theory, Analysis, Composition and Performance","","Taylor & Francis, Abingdon.","1745-9737","N","N","N"
"J. Math. Neurosci.","Journal of Mathematical Neuroscience","","Springer, Berlin.","2190-8567","N","N","N"
"J. Math. Phys.","Journal of Mathematical Physics","","Amer. Inst. Phys., Melville, NY.","0022-2488","N","Y","N"
"J. Math. Psych.","Journal of Mathematical Psychology","","Elsevier B. V., Amsterdam.","0022-2496","N","N","N"
"J. Math. Pures Appl. (9)","Journal de Mathematiques Pures et Appliquees. Neuvieme Serie","","Elsevier B. V., Amsterdam.","0021-7824","N","Y","N"
"J. Math. Res. Appl.","Journal of Mathematical Research with Applications","","J. Math. Res. Appl., Editor. Office, Dalian.","2095-2651","N","Y","N"
"J. Math. Sci. Adv. Appl.","Journal of Mathematical Sciences. Advances and Applications","","Sci. Adv. Publ., Allahabad.","0974-5750","N","N","N"
"J. Math. Sci. (Dattapukur)","Journal of Mathematical Sciences (Dattapukur)","","Int. Centre Adv. Stud., Dattapukur.","0974-5548","N","N","N"
"J. Math. Sci. (N.Y.)","Journal of Mathematical Sciences (New York)","","Springer, New York.","1072-3374","N","N","N"
"J. Math. Sci. Univ. Tokyo","The University of Tokyo. Journal of Mathematical Sciences","","Univ. Tokyo, Tokyo.","1340-5705","N","Y","N"
"J. Math. Soc. Japan","Journal of the Mathematical Society of Japan","","Math. Soc. Japan, Tokyo.","0025-5645","N","Y","N"
"J. Math. Sociol.","Journal of Mathematical Sociology","","Routledge, Taylor & Francis, Inc., Philadelphia, PA.","0022-250X","N","N","N"
"J. Math. Study","Journal of Mathematical Study. Shuxue Yanjiu","","Glob. Sci. Pr., Shatin.","1006-6837","N","Y","N"
"J. Math. Tokushima Univ.","Journal of Mathematics. Tokushima University","","Tokushima Univ., Tokushima.","1346-7387","N","Y","N"
"J. Mech. Mater. Struct.","Journal of Mechanics of Materials and Structures","","Math. Sci. Publ., Berkeley, CA.","1559-3959","N","N","N"
"J. Mech. Phys. Solids","Journal of the Mechanics and Physics of Solids","","Elsevier Ltd, Oxford.","0022-5096","N","N","N"
"J. Mod. Dyn.","Journal of Modern Dynamics","","Am. Inst. Math. Sci. (AIMS), Springfield, MO.","1930-5311","N","Y","N"
"J. Mod. Math. Stat.","Journal of Modern Mathematics and Statistics","","Medwell Journals, Faisalabad.","1994-5388","N","N","N"
"J. Mod. Methods Numer. Math.","Journal of Modern Methods in Numerical Mathematics","","Mod. Sci. Publ., Qena.","2090-4770","N","N","N"
"J. Modern Opt.","Journal of Modern Optics","","Taylor & Francis, Abingdon.","0950-0340","N","N","N"
"J. Mult.-Valued Logic Soft Comput.","Journal of Multiple-Valued Logic and Soft Computing","","Old City Publ., Philadelphia, PA.","1542-3980","N","N","N"
"J. Multiscale Model.","Journal of Multiscale Modelling","","World Sci. Publishing, Singapore.","1756-9737","N","N","N"
"J. Multivariate Anal.","Journal of Multivariate Analysis","","Elsevier, Inc., Amsterdam.","0047-259X","N","Y","N"
